Country,Experience_Years,Salary,Number_of_Projects,Performance_Score,Education_Level,Certification_Status
China,10,95632.42661680319,41,90.08912641635575,Master's,Certified
India,9,95237.9741247282,32,63.65487780393622,PhD,Not Certified
USA,3,36014.22342801135,26,63.35442463943013,Diploma,Not Certified
China,11,76536.74709139965,41,69.51632811088894,Bachelor's,Not Certified
France,4,53384.31977731273,46,79.93408704395463,Bachelor's,Certified
China,17,72202.5252593161,32,71.75801480458111,Diploma,Certified
India,4,47363.74445609233,25,96.15459299482035,Diploma,Not Certified
France,2,88390.36940617049,12,52.06305750119965,PhD,Not Certified
Australia,18,129854.51469754099,27,76.70830411524646,PhD,Certified
France,13,67154.1694876067,44,92.22872296302177,Bachelor's,Not Certified
Australia,18,105673.16514679695,18,63.25118864948235,Bachelor's,Not Certified
UK,14,83904.94410147596,17,94.48645134471907,Bachelor's,Not Certified
Brazil,13,69478.2972945185,32,70.4769685877287,Bachelor's,Certified
China,14,109512.0568682949,40,75.95853434850659,Master's,Certified
India,7,58048.269752756554,19,76.86537870554085,Bachelor's,Certified
USA,12,70665.49994201594,21,95.9036901184815,Diploma,Certified
Canada,16,66386.91761600692,27,81.57388672124688,Diploma,Not Certified
France,11,60181.59013996342,27,83.0103903728159,Diploma,Certified
Australia,17,133494.3678025328,38,79.12968116561407,PhD,Not Certified
Germany,6,47596.42145105678,49,74.20294361184862,Diploma,Not Certified
USA,18,30000.0,43,50.0,,Not Certified
China,11,67686.23548365873,41,82.0208039695662,Diploma,Not Certified
UK,18,100848.55605128924,49,67.57163886855659,Bachelor's,Certified
Brazil,6,44854.94768464005,36,81.05285087206441,Diploma,Certified
India,6,53848.965157761675,29,81.94539842519156,Bachelor's,Not Certified
UK,12,97950.07643748597,44,91.41914350363025,PhD,Certified
Canada,4,58349.07212466471,20,71.21640878028978,Bachelor's,Certified
South Africa,5,55690.69836680519,42,57.39949876121567,Bachelor's,Not Certified
China,18,78782.20989056051,14,75.18532001375672,Diploma,Certified
China,2,38038.07612469387,27,80.53913419383005,Diploma,Not Certified
Australia,10,114153.4048062991,9,84.43600888636627,PhD,Not Certified
Australia,11,93832.26836053893,35,50.0,Master's,Not Certified
Brazil,17,116327.6579490189,33,54.26502057327438,Master's,Certified
China,11,74022.22090181893,33,55.43146285115213,Bachelor's,Not Certified
Australia,10,54677.79074624767,10,90.44703935131989,Diploma,Not Certified
India,17,92050.94632994835,23,63.94885021598523,Bachelor's,Not Certified
South Africa,8,90624.0760513804,6,86.8073628786338,PhD,Certified
France,2,67111.80986782484,6,55.71784739875735,Bachelor's,Not Certified
France,12,100643.3201398718,20,88.26439625502884,Master's,Certified
USA,20,93922.8469409413,37,96.07651868385005,Bachelor's,Certified
UK,13,60201.261645070495,46,51.18107783185964,Diploma,Certified
Brazil,2,66101.99492771989,47,88.22357974704776,Bachelor's,Certified
Canada,16,74513.80592653186,40,77.95204695808395,Diploma,Certified
USA,11,105885.57990401187,40,56.26009298760066,PhD,Not Certified
UK,17,113560.75870719623,42,99.11515115543543,Master's,Certified
Brazil,5,73943.44821654019,15,82.70158616983272,Master's,Certified
USA,7,103615.0256678871,45,75.28076451062931,PhD,Not Certified
Australia,13,74731.85795191498,12,84.87836180525859,Diploma,Not Certified
India,7,85078.20304234631,34,91.70416350299712,Master's,Certified
Canada,6,82954.73573054247,25,76.6484013642347,Master's,Not Certified
India,16,124114.88528656693,43,86.55269251639109,PhD,Certified
China,11,94775.96397338429,25,64.1343401161015,Master's,Not Certified
USA,10,113509.73973105177,13,78.4031621152146,PhD,Certified
France,6,86821.78509215308,18,99.40160449906597,PhD,Not Certified
China,17,121287.33266901658,3,68.99002511253123,PhD,Certified
South Africa,16,84135.33438964367,43,85.44767177765866,Bachelor's,Not Certified
UK,7,60278.868721637,31,92.96894023121743,Diploma,Certified
USA,20,117050.40996937949,18,90.80076261892283,Master's,Not Certified
Brazil,13,85731.9609053231,28,53.19744941272535,Bachelor's,Certified
USA,6,108228.8350405356,44,92.08364988968705,PhD,Certified
Canada,13,111840.60450763178,41,92.95331427108805,Master's,Certified
USA,6,65079.87891140796,5,76.57636684512929,Bachelor's,Not Certified
India,11,63532.97748133059,47,87.03472565201496,Diploma,Certified
France,10,81886.13498286394,41,86.03294234695505,Master's,Certified
USA,14,66995.70613026114,48,89.9374783318989,Diploma,Certified
Brazil,12,59283.38902694849,18,77.18813104835304,Diploma,Certified
Germany,20,122780.90012576207,10,62.22137190328203,Master's,Certified
UK,9,53013.82263951206,46,57.67440284381813,Diploma,Not Certified
Canada,15,71022.62676743035,16,60.022049868083194,Diploma,Certified
India,7,109183.98538209524,41,56.95511928999307,PhD,Not Certified
USA,13,80501.24260759812,4,84.89044621356196,Bachelor's,Certified
South Africa,4,80549.58494563244,39,79.92451557750532,PhD,Certified
Germany,21,72756.98171738982,42,90.98731105449723,Diploma,Certified
South Africa,7,88339.04924236695,44,61.0199417170698,PhD,Not Certified
France,14,111276.33433739611,44,88.89985132003744,PhD,Certified
India,12,90225.78306506672,43,81.6619954371683,Bachelor's,Certified
Germany,17,127809.17711459156,32,57.773761491501375,PhD,Not Certified
USA,4,58272.30377739453,4,78.8992041410316,Master's,Certified
Australia,21,83389.04873198774,9,50.13733620626579,Diploma,Certified
Brazil,6,86073.18143218229,42,54.96571693339788,Master's,Certified
UK,13,112634.44528150538,24,52.955507900183584,PhD,Certified
USA,10,100206.79377727304,11,68.68460904813966,Master's,Not Certified
Brazil,15,85405.6297092941,9,74.42816330731691,Bachelor's,Not Certified
China,10,79763.97119697595,13,59.31553669884031,Bachelor's,Not Certified
Australia,14,78883.2647768109,14,71.52434651737772,Diploma,Certified
South Africa,11,70969.16455044472,33,55.64237189563705,Bachelor's,Not Certified
China,19,117573.15356427699,15,63.70827700336318,Master's,Certified
South Africa,8,96404.29415550937,5,83.64349299081753,PhD,Certified
Australia,12,93464.28020160894,29,55.17717510656394,Bachelor's,Not Certified
China,8,55369.49248941866,5,74.09570707238437,Diploma,Certified
Germany,13,107222.41956615014,30,51.53388121349158,PhD,Certified
Canada,14,116942.10759560106,16,62.0692667388233,PhD,Certified
South Africa,7,86714.34072974644,21,87.04417530606253,Master's,Not Certified
Canada,8,85282.92888896489,42,63.57750699555683,Bachelor's,Certified
UK,13,86069.26525147798,6,63.110622027787585,Bachelor's,Certified
South Africa,19,80333.49126165829,39,76.81050887415554,Diploma,Not Certified
India,18,138102.8793538744,20,62.792740804254926,PhD,Certified
China,13,59030.821092980455,21,89.52513426482558,Diploma,Certified
China,7,81322.94549284437,24,80.94244999687201,Master's,Certified
USA,10,91266.34750199974,49,70.89978920056102,Master's,Certified
India,20,130713.64791244635,12,50.70179398875019,Master's,Certified
Australia,19,83168.67567819176,22,92.99140623995422,Diploma,Certified
India,6,63129.39244888648,30,61.345245057932615,Bachelor's,Not Certified
USA,13,108143.28593388475,16,77.74554974933588,Master's,Not Certified
Germany,15,70149.99798167575,39,54.437831440958554,Diploma,Not Certified
Canada,20,100234.40588040711,8,63.31848299669455,Bachelor's,Not Certified
South Africa,8,83746.98289084325,44,100.0,Master's,Not Certified
China,10,100877.31387083363,7,89.90756312375005,Master's,Certified
China,11,107230.77087844904,7,62.19473961331293,Master's,Not Certified
India,3,39496.60735590832,14,55.96680665944299,Diploma,Certified
USA,8,64826.55875626043,35,90.32406511054477,Bachelor's,Not Certified
India,5,81447.2294402806,34,50.0,PhD,Certified
USA,15,66709.90561260951,18,94.90999747011371,Diploma,Certified
Canada,10,99718.25485803437,24,68.13303689180364,Master's,Not Certified
Australia,18,139605.57422390924,48,67.79887905299564,PhD,Not Certified
Canada,14,77067.16824876286,29,61.862631517182166,Diploma,Certified
USA,15,105927.99978105913,12,78.01477448992678,Master's,Not Certified
France,6,72536.09801462357,28,71.72840838671486,Bachelor's,Not Certified
China,5,63732.20225411129,29,81.05028451111647,Bachelor's,Certified
Australia,13,30000.0,11,50.0,,Not Certified
Brazil,16,85756.01380821191,14,79.84655514020208,Bachelor's,Certified
China,12,109482.50616128997,8,64.1102970519174,Master's,Not Certified
India,8,83786.28544998418,11,58.919801367031106,Master's,Certified
UK,4,82836.1755705177,45,56.482345164535865,PhD,Certified
UK,11,113201.59054536576,26,54.773835784824726,PhD,Certified
France,8,92812.97538643994,42,85.75138294074455,Master's,Certified
China,10,78357.96957953274,49,67.51293169845229,Bachelor's,Certified
France,10,101077.40717644429,40,82.74955878815982,Master's,Not Certified
India,16,126986.37741148955,9,96.54499422656896,PhD,Certified
Australia,9,85378.09620309611,28,67.76092054340772,Master's,Certified
UK,7,101206.93275750165,28,83.3184722474825,PhD,Not Certified
China,22,124914.75394056851,14,80.36737957996736,Master's,Not Certified
UK,12,54223.91291830025,36,72.79416713637403,Diploma,Not Certified
UK,18,87440.76730415152,46,52.71080801891176,Bachelor's,Not Certified
USA,8,97792.51206657609,1,57.57126316685067,Master's,Not Certified
Germany,2,45792.30054433942,47,52.365624929195654,Bachelor's,Not Certified
India,14,89704.16745083645,41,86.0417206926028,Bachelor's,Certified
South Africa,12,111639.67939120322,13,85.18765239089085,PhD,Certified
Canada,6,87606.41478621321,18,56.58091428609871,PhD,Certified
Brazil,19,120819.68930720694,31,97.78536690571104,Master's,Certified
USA,17,69839.3848631466,48,57.98229413691364,Diploma,Not Certified
USA,20,145796.9592466582,18,97.57498160158111,PhD,Certified
Brazil,18,88650.60996222359,13,91.59350731592629,Bachelor's,Certified
Australia,12,69140.44540615738,1,91.41127296551663,Diploma,Certified
Brazil,12,73952.5202578333,16,79.59720099650124,Diploma,Not Certified
Brazil,15,91895.09640941733,42,75.1558924291737,Bachelor's,Not Certified
Brazil,9,54135.439795819846,17,80.15126686425353,Diploma,Certified
Australia,2,76685.5835314083,48,99.3244803013153,Master's,Certified
China,13,101164.81932639348,45,89.50692122197637,Master's,Certified
Canada,13,72678.06114487902,44,83.01779294889245,Bachelor's,Certified
Canada,10,95224.82501543086,3,75.07046901057603,Master's,Not Certified
India,9,100892.65178450293,30,57.38170467815089,Master's,Not Certified
Brazil,14,117540.32933545728,17,94.26058281006172,Master's,Certified
UK,0,44108.78718850367,24,87.62610634251797,Diploma,Not Certified
Germany,17,87355.74466134359,46,59.194639318116096,Diploma,Certified
Australia,22,77037.21935468056,15,53.54354266779019,Diploma,Certified
China,11,73077.43034220886,44,84.43468412976978,Diploma,Not Certified
India,17,91466.28174617511,28,72.44454152260815,Diploma,Not Certified
South Africa,9,103957.11793105344,12,77.57372256807534,PhD,Certified
Canada,17,137519.12053068713,41,61.11271700345388,PhD,Not Certified
China,14,115828.67382380863,43,71.58328027067053,Master's,Certified
Brazil,12,60351.203696205936,22,80.85146409640433,Diploma,Certified
India,12,117306.45549007006,8,55.218671072346574,PhD,Not Certified
South Africa,1,72274.02604269085,23,83.39010520172549,Master's,Certified
Canada,20,138459.70379902323,41,60.117531201473106,PhD,Not Certified
South Africa,15,73279.94630267523,37,96.50167417437638,Diploma,Not Certified
Canada,6,62924.146251280246,12,71.20844509886614,Diploma,Not Certified
UK,20,119874.19547693586,5,88.12583371436224,Master's,Not Certified
UK,2,53018.24290798601,44,98.69305694262003,Bachelor's,Not Certified
France,7,62764.45526912967,35,66.1180596107442,Bachelor's,Not Certified
France,9,58488.61905596984,23,62.50656097277314,Diploma,Not Certified
Brazil,13,70290.59426778818,35,85.7958582416043,Diploma,Certified
USA,10,112994.35546359813,1,85.31636105625236,PhD,Not Certified
UK,16,107639.35071490661,15,78.6410159951301,Master's,Certified
South Africa,11,107313.76346525589,16,66.7745066645957,PhD,Certified
Australia,15,110858.76098106426,21,97.03309051653537,Master's,Not Certified
UK,21,141817.58256514222,36,79.60993665750978,PhD,Certified
Germany,16,30000.0,25,50.0,,Not Certified
South Africa,16,109375.52397952806,18,58.558911917013624,Master's,Certified
Australia,1,54658.24998547408,49,68.28481424037986,Bachelor's,Not Certified
India,15,116403.80371603457,38,96.5656902173416,Master's,Certified
India,6,65823.44300987278,37,51.75262237924417,Bachelor's,Not Certified
Brazil,7,64990.45193065699,15,92.89555131486756,Diploma,Not Certified
UK,13,109709.11199414605,41,100.0,Master's,Not Certified
India,1,63894.63753568809,22,75.37837763888929,Bachelor's,Certified
India,4,65865.9337409676,31,52.27328263075999,Bachelor's,Not Certified
India,13,90835.26124207705,15,53.53984614492963,Bachelor's,Not Certified
Canada,14,113351.98475578762,30,60.70020779125785,Master's,Not Certified
Germany,22,76718.52304675145,14,59.82988883479762,Diploma,Certified
South Africa,2,86033.17156899818,13,92.3708789330881,PhD,Certified
South Africa,19,117341.37708109443,18,57.79950265849209,Master's,Certified
UK,16,67590.19098242503,22,51.36574401063277,Diploma,Not Certified
Australia,10,91568.08629711102,29,85.7953470970541,Master's,Certified
UK,20,94457.58769765747,15,68.27403455434583,Bachelor's,Not Certified
Canada,3,56394.248554938866,19,58.45315346631314,Diploma,Not Certified
Canada,17,109371.91325103311,11,85.40508598166062,Master's,Not Certified
Canada,15,116450.5879388317,13,64.40874196857989,PhD,Certified
Brazil,15,66321.65304465893,36,84.03286995832035,Diploma,Certified
Canada,17,92760.66337021401,6,50.98052423980733,Bachelor's,Not Certified
India,4,62979.95209274183,8,58.851505358384706,Master's,Certified
China,7,71962.89572875948,16,60.89896483915907,Bachelor's,Not Certified
Australia,11,97373.02740247436,9,51.734219910755144,Master's,Certified
UK,2,76582.77365661396,51,76.11900349921663,Master's,Certified
France,18,115623.72673409285,28,83.74549858330998,Master's,Certified
Australia,17,84623.48284297461,5,58.46334876161923,Diploma,Certified
South Africa,4,83106.8318190136,38,100.0,Master's,Not Certified
South Africa,19,30000.0,21,50.0,,Certified
India,21,73282.20602657514,48,55.666283517708735,Diploma,Certified
USA,13,115571.28238071415,10,82.04255397943335,PhD,Not Certified
Germany,14,98125.894178017,24,50.57368921089788,Master's,Not Certified
USA,1,87640.12677063109,18,96.67178713820796,PhD,Not Certified
India,11,80188.40551398994,7,62.07312993013734,Bachelor's,Not Certified
South Africa,13,103024.0154169816,39,59.903072091049125,PhD,Not Certified
China,10,60840.09439748511,21,93.19113412312124,Diploma,Certified
USA,8,101398.93751277043,43,79.4036794639129,PhD,Not Certified
India,1,77705.43766229347,23,53.62115595823553,PhD,Not Certified
South Africa,3,81771.01481003097,24,79.34136718737861,Master's,Certified
China,14,79716.23617251939,18,68.25962270799317,Bachelor's,Certified
USA,11,79880.5112839794,40,81.47293939211129,Master's,Not Certified
UK,8,59939.82813496275,12,97.76323670779041,Diploma,Certified
Germany,0,46776.604459050664,42,52.61760974416545,Bachelor's,Not Certified
South Africa,5,68539.31944352116,44,85.73595317935539,Bachelor's,Not Certified
Australia,7,68675.43286968704,26,84.78767232807894,Bachelor's,Not Certified
Canada,4,92535.24174868682,15,58.036471980950424,PhD,Not Certified
Canada,4,86101.12179678591,22,74.6768445133241,PhD,Not Certified
UK,14,123396.51041614196,14,66.31327159097049,PhD,Certified
India,3,78249.26532641107,6,81.74833697076889,PhD,Certified
UK,6,73690.62826177299,18,83.4099441784458,Master's,Not Certified
France,17,79352.7785308644,10,96.49077958863687,Diploma,Not Certified
South Africa,16,65386.76205628973,47,83.56442607158979,Diploma,Certified
Canada,16,106831.27414698542,2,53.748193045072064,Master's,Certified
Canada,9,102440.72416369675,13,91.9959552930344,PhD,Not Certified
South Africa,10,95953.98578599193,41,74.73322753083181,Master's,Certified
Germany,18,88687.60166439717,8,82.9175010155495,Bachelor's,Certified
China,16,115122.3046283836,41,73.5059219872624,Master's,Certified
Germany,16,112461.18816050787,49,68.71372725676535,Master's,Not Certified
UK,17,109611.51123742721,9,64.30790562004448,Master's,Not Certified
France,4,56203.25077216869,50,78.0957087898443,Bachelor's,Certified
UK,6,100613.26035103387,26,96.52879057546377,PhD,Certified
India,17,72672.41090299285,12,95.82558985482119,Diploma,Certified
USA,0,71443.02519687644,19,84.80360598506238,PhD,Certified
South Africa,11,106040.38992292104,48,78.57699197016346,Master's,Not Certified
